id	TCGA-DD-AACL_StageI	TCGA-WJ-A86L_StageI	TCGA-EP-A2KC_StageI	TCGA-K7-A5RF_StageI	TCGA-G3-AAUZ_StageI	TCGA-DD-AAD1_StageI	TCGA-BD-A3EP_StageI	TCGA-DD-AAE6_StageI	TCGA-DD-AADJ_StageI	TCGA-DD-AAVZ_StageI	TCGA-2Y-A9GX_StageI	TCGA-DD-A1EG_StageI	TCGA-DD-AAE2_StageI	TCGA-XR-A8TC_StageI	TCGA-FV-A2QR_StageI	TCGA-DD-AAD2_StageI	TCGA-FV-A2QQ_StageI	TCGA-K7-A6G5_StageI	TCGA-DD-A4NN_StageI	TCGA-2Y-A9HB_StageI	TCGA-ED-A7PX_StageII	TCGA-DD-AACH_StageII	TCGA-ZS-A9CD_StageII	TCGA-5R-AA1C_StageII	TCGA-FV-A3I0_StageII	TCGA-ED-A5KG_StageII	TCGA-CC-5258_StageII	TCGA-DD-AAVU_StageII	TCGA-4R-AA8I_StageII	TCGA-KR-A7K7_StageII	TCGA-K7-AAU7_StageII	TCGA-5C-A9VG_StageII	TCGA-UB-A7MA_StageII	TCGA-CC-A9FS_StageII	TCGA-DD-A1EH_StageIII	TCGA-DD-A39W_StageIII	TCGA-CC-A7IE_StageIII	TCGA-BC-4073_StageIII	TCGA-CC-A7IH_StageIII	TCGA-CC-A3MA_StageIII	TCGA-BC-A216_StageIII	TCGA-CC-A7II_StageIII	TCGA-ED-A82E_StageIII	TCGA-LG-A9QD_StageIII	TCGA-DD-A4NE_StageIII	TCGA-G3-A25T_StageIII	TCGA-ED-A7XO_StageIII	TCGA-BW-A5NP_StageIV	TCGA-DD-A119_StageIV	TCGA-DD-A1EK_StageIV
hsa-mir-142	11.9561	9.25999	10.2566	10.9542	9.5762	11.2365	11.5333	7.45576	9.45059	9.18939	11.6665	11.8773	9.67434	8.24679	10.3007	10.9506	11.7339	10.2648	8.47119	11.2181	9.52978	8.97699	11.0051	8.98479	8.93518	13.8837	10.0313	7.31612	9.312	11.1713	10.56	9.54058	9.52941	9.54967	8.53501	10.244	11.0135	10.9599	8.73515	9.95436	11.3297	9.45947	9.20064	9.73088	8.50972	9.67393	11.4354	7.68589	8.49304	10.6564
hsa-mir-374a	10.6393	10.6721	9.89161	9.92538	9.60932	9.78714	9.18448	10.1584	9.31345	8.70204	9.38852	9.8924	9.74582	9.60013	9.48134	9.76382	9.11064	9.94171	9.7785	9.97067	9.78566	9.44305	9.84797	12.2063	8.51432	10.326	10.5147	10.3439	9.60526	9.96846	9.34387	8.80693	9.86228	10.2176	10.1935	9.53323	10.2602	10.771	12.354	8.80437	10.6623	9.24098	8.83753	9.35967	10.5007	10.5643	10.6766	10.2866	10.4436	9.60601
hsa-mir-26a-2	9.53228	8.78389	9.21189	10.4586	10.1073	10.0289	10.2878	9.11983	9.73711	10.3407	9.98407	10.0408	9.93641	9.74062	9.60175	9.21826	10.0401	9.21633	9.99636	10.0279	9.55792	9.4505	10.2383	9.09465	10.8078	10.8725	10.0624	8.57075	10.2495	9.02616	10.2269	9.91367	11.0603	10.1072	10.6698	10.7191	11.0489	10.4399	9.31315	9.04488	10.3489	9.20434	9.55238	9.78629	9.01255	9.79431	10.8468	10.749	10.1618	9.22598
hsa-mir-26a-1	9.51891	8.82757	9.26938	10.4848	10.146	10.0031	10.3359	9.22602	9.7218	10.3394	9.97794	10.0211	9.93898	9.76455	9.56795	9.25487	10.0659	9.22102	9.93873	10.0367	9.5455	9.44492	10.2464	9.12287	10.7922	10.8561	10.0895	8.52278	10.2341	9.08419	10.2363	9.87745	11.0459	10.073	10.6933	10.7132	11.0209	10.4202	9.2378	9.03989	10.3358	9.12079	9.52587	9.74959	8.99621	9.77703	10.8671	10.753	10.1405	9.2249
hsa-mir-26b	9.80982	9.15898	9.30365	11.1202	9.56997	9.40203	10.22	10.734	10.0221	9.14832	9.15042	9.51641	8.83124	8.90387	10.3727	9.02596	9.93854	9.55017	10.0574	9.59495	9.33999	8.52329	10.5964	9.30554	9.6542	9.96335	10.0993	8.89681	9.83609	9.74239	9.92878	8.66337	9.57202	10.4383	10.4578	11.4616	10.6765	9.15551	9.89671	9.19823	11.6931	9.32088	9.14636	9.10848	9.45107	9.73635	11.1195	10.6364	9.23769	9.9082
hsa-mir-145	9.04572	7.95331	10.1115	13.055	8.68123	11.2605	11.3709	7.87137	7.7589	8.82574	9.74194	10.5846	8.98616	8.79256	10.4002	10.6697	10.361	9.99879	10.5582	9.74323	10.8255	8.92902	10.9635	8.64905	10.2933	10.4048	8.11714	8.18879	8.98402	8.31591	10.0871	11.0638	10.6435	8.7599	9.38589	8.99374	9.66628	9.05943	9.52656	10.679	10.1705	10.2349	10.6165	9.19154	10.6263	9.72622	11.5473	9.65604	9.87669	8.58869
hsa-mir-378a	10.885	10.9073	9.84873	9.62877	10.8133	8.93135	10.3794	11.1569	8.24391	8.65042	10.3919	9.89775	12.3185	9.36699	10.4678	10.0125	9.12226	8.71796	7.12441	10.7174	7.97278	10.2386	10.3572	11.1674	7.21169	7.22628	8.9329	10.778	10.9558	9.57733	8.84132	9.0295	9.28949	11.5264	7.12395	10.3784	10.8164	9.37146	10.4898	8.07444	11.188	9.21972	6.2596	9.68562	10.2954	8.38605	10.8643	5.53837	10.0857	11.6697
hsa-let-7e	9.30132	8.05969	8.94562	9.00143	10.052	10.5519	9.55796	8.56901	8.24018	9.93304	10.4128	9.56474	9.85178	9.74718	9.21644	10.183	9.10577	9.76762	9.4923	9.36007	9.94068	9.65253	10.1278	8.89661	9.97733	9.46209	10.4133	8.1089	9.75513	7.68402	10.9653	11.7299	10.9785	8.92952	9.99498	11.4247	10.4877	8.70766	8.74867	10.0356	9.28247	10.8631	10.1879	9.23068	8.96597	11.7338	8.89159	8.82681	9.88347	7.31153
hsa-mir-379	14.105	6.66187	8.16701	8.36129	8.77208	9.20215	9.12139	15.628	5.90079	9.68425	10.3647	8.47666	7.38517	13.7484	7.84777	9.69712	8.57241	8.06168	8.26704	7.66826	9.72829	7.24283	8.42778	5.84405	10.9849	5.24233	14.3673	7.70395	7.96817	13.009	11.433	9.29483	8.62052	8.00737	11.5887	11.657	10.2472	9.96096	8.66663	8.93421	8.93468	14.4718	8.12071	8.98656	8.18981	9.94702	10.2182	11.9789	10.0294	9.97134
hsa-mir-320a	10.3922	7.40316	8.56098	10.1555	7.6841	9.21404	9.5184	9.33478	9.88815	8.82574	9.57765	8.99139	10.0308	9.4127	8.43694	8.59297	9.77821	9.68096	11.6374	8.71469	9.51244	8.3188	9.05267	5.99676	7.64895	10.9658	10.8436	8.18123	9.85061	10.1705	9.52238	9.43005	10.049	9.42655	11.1303	10.9564	10.9279	9.63487	7.04038	8.70391	9.91244	13.4696	10.5329	8.68154	10.3395	9.8676	9.88484	10.9972	7.81041	8.98462
hsa-mir-24-1	9.42285	9.7999	9.34858	8.77482	9.71943	9.23604	10.4057	7.81147	9.91649	8.89489	9.95787	9.63896	8.95399	9.67247	10.11	8.93032	9.13379	8.90582	8.44517	8.89189	10.3212	8.68637	10.3801	8.08967	10.2402	8.47443	8.4891	8.64829	9.29123	9.74206	10.6303	10.2742	9.26179	10.6131	9.60022	9.70475	10.5252	9.58078	8.96756	10.5664	9.64552	11.1577	9.61783	9.58783	8.1411	10.0608	9.88693	8.81175	9.38512	9.25799
hsa-mir-24-2	9.43941	9.80384	9.20283	8.67422	9.67948	9.176	10.3921	7.81616	9.87497	8.90046	9.94081	9.65822	8.8959	9.67553	10.0702	8.85575	9.01621	8.90873	8.42689	8.84777	10.3459	8.63043	10.3132	7.95196	10.2398	8.50536	8.36249	8.61846	9.28018	9.69543	10.646	10.2871	9.28095	10.5635	9.54429	9.64243	10.4971	9.60871	8.83717	10.5238	9.60059	11.1838	9.58169	9.53381	8.11572	10.0398	9.82934	8.68433	9.30279	9.21895
hsa-mir-127	12.9428	6.66957	8.76813	8.6859	8.39051	9.68669	9.66913	14.9281	5.97902	10.5209	10.1467	8.73954	7.72963	13.354	7.87756	10.0563	8.88593	8.53431	8.66741	8.1896	9.58963	7.78305	8.26911	6.26688	11.1223	5.072	13.1098	8.23164	7.80708	12.4543	9.70417	9.45171	8.30308	7.43037	10.8952	12.116	9.74816	8.28095	8.70971	9.09527	8.86188	12.9123	8.49803	8.57019	8.23408	9.56708	10.0346	11.7558	9.79813	8.66707
hsa-mir-500a	11.4966	9.56722	9.14677	9.26364	8.16201	9.43093	9.72901	11.07	9.97268	9.14621	8.93672	9.21845	8.00258	9.52313	9.62853	8.92375	8.72629	9.71126	12.4864	8.64255	9.07298	8.28129	8.96966	9.21554	7.85132	10.3236	10.5856	9.03064	8.2133	10.0978	7.90113	8.35053	8.46508	9.72827	9.48771	10.0024	10.4704	8.4486	9.34337	8.84525	9.28804	9.37957	8.30789	8.19127	10.3852	7.78555	9.74477	10.7622	9.57581	10.3607
hsa-mir-199a-1	7.46695	7.43061	9.89443	11.8041	9.51663	11.7824	10.4547	6.18585	5.84782	9.50046	11.4774	10.8487	9.30886	8.6188	10.2866	11.4937	10.4088	9.92959	9.9569	9.89095	10.9491	9.08546	10.6855	7.22073	10.8146	10.1289	7.3095	5.44172	8.99533	6.31804	10.5696	11.5324	9.74269	7.44017	9.15115	7.74624	9.26135	9.13761	8.74385	10.2027	7.55534	10.6739	10.7009	8.8272	9.47485	9.63628	11.3776	8.59404	10.3595	6.92433
hsa-let-7g	8.62736	8.61271	9.22088	10.0042	9.85768	9.11336	9.40617	9.88027	7.86207	9.89212	9.39406	9.49253	9.7562	10.1625	9.66633	9.0254	8.21896	9.61749	9.95407	9.58081	8.37641	9.26342	10.0233	9.4657	8.55378	10.1387	8.40207	9.59338	10.1174	7.52093	9.04582	9.24023	10.2458	10.5479	9.88912	9.97605	9.72414	8.15115	9.32092	8.53059	11.1864	8.04784	8.49456	9.30339	9.70316	9.42775	9.42585	9.5248	9.25042	8.50403
hsa-mir-181a-1	9.84923	8.5536	8.81707	8.58005	8.63821	10.7642	9.50289	7.44821	10.7737	10.3287	9.71799	9.44194	9.67403	8.6299	8.99977	9.81602	9.394	8.67419	10.5201	9.76262	9.6425	8.75292	8.79305	8.31122	11.0066	10.8532	8.58332	7.47008	8.46111	9.04488	9.81492	8.87415	9.04812	8.28959	9.70223	8.70127	9.79557	9.29851	8.58826	9.55719	7.99185	9.72712	9.76894	8.8418	7.93408	9.5017	9.62734	11.1968	8.541	7.96049
hsa-mir-455	8.78039	10.6207	9.92411	9.16329	9.40595	8.98991	9.1654	11.3849	10.2104	7.65335	9.02079	9.24478	8.86731	9.05975	10.9644	8.57326	10.1142	8.34544	9.66433	7.7676	8.33715	6.82037	9.6626	9.21268	9.22499	7.88244	8.29134	7.6161	7.59514	9.54614	8.11483	7.38073	7.98696	11.0436	9.73662	10.763	8.6368	7.76551	10.5406	10.9479	10.6359	10.22	9.46814	8.18854	8.73752	9.22361	9.72911	11.1046	8.09961	10.94
hsa-mir-99a	8.32956	11.9979	11.0572	10.5831	11.283	9.37839	9.75182	8.52162	9.63386	11.0062	10.7472	10.4752	10.8293	8.91817	9.8649	8.37132	8.85143	8.5077	8.485	9.20094	7.81262	10.1004	9.119	10.0787	8.23136	8.74369	7.76666	9.83042	9.57182	5.65008	8.09217	9.37316	6.76942	9.12576	8.51948	7.48117	6.63129	6.9159	11.1616	7.62485	10.1077	8.55178	8.22954	9.24218	7.57307	8.11246	11.347	9.67916	9.30447	11.4725
hsa-mir-20a	9.57889	8.63451	8.67738	9.13612	9.14047	8.74097	9.10042	9.33437	10.5534	10.3686	8.12613	9.67261	8.12411	10.2323	7.78087	8.96446	9.73345	9.10662	10.4959	9.03805	9.08899	7.75926	8.53572	8.84154	7.49211	9.7495	10.2111	9.74405	8.65894	10.0022	8.97622	11.6599	10.2507	8.53209	8.22712	9.20124	11.3268	8.00977	8.2028	8.85238	9.36012	9.86945	7.82694	7.92886	10.2476	7.7835	8.97411	11.6603	8.2339	8.15322
hsa-mir-203a	5.06638	7.39854	5.77559	10.2861	10.0053	10.8026	8.62221	3.66929	7.00541	11.2593	8.44079	9.63872	8.93968	10.8541	4.85888	11.6165	10.9096	11.3015	9.87871	9.875	10.9231	11.2008	10.2284	6.58546	9.9457	11.2842	10.188	9.26791	7.41421	10.4941	10.6572	10.1413	5.56545	9.65562	8.80737	3.25374	11.6835	6.39637	6.03248	11.5912	6.37697	7.38605	10.5467	9.34581	9.3495	12.0365	9.65768	7.42929	11.8444	9.14442
hsa-mir-193a	8.75963	11.0936	9.18558	8.56888	10.1392	8.64818	9.06548	10.0975	9.4758	9.57462	8.92094	8.33617	9.77027	9.57492	9.96207	8.25913	8.64268	8.67419	8.63945	8.7726	8.8312	8.83088	8.66933	7.68672	9.11468	8.15351	9.34061	9.58392	9.00967	7.99357	8.0288	8.50665	9.48013	9.09596	9.53616	8.97298	9.32953	8.95978	8.35193	8.74861	8.67987	8.79089	7.45374	8.83598	8.57324	7.82605	8.40404	9.12858	9.14996	10.1201
hsa-mir-106b	9.93588	9.35498	8.90093	7.89783	8.69593	8.55737	9.43383	8.72202	9.13652	9.07437	8.74189	9.24696	8.51472	8.43394	8.9401	7.87937	8.62917	7.465	9.28514	8.37828	8.5462	8.38052	8.47623	6.9781	8.56135	8.62505	9.87893	8.75242	8.91663	9.9575	9.4891	9.3034	8.9946	9.27443	8.86611	9.40309	10.3532	8.8299	8.30696	9.15921	10.3226	11.1364	8.14589	8.05353	8.65558	9.32294	9.13417	8.87617	8.68185	9.5056
hsa-mir-361	9.9483	9.50348	8.91146	9.00764	8.59455	8.65376	9.2831	9.3241	9.0357	8.74725	8.39878	8.89807	8.4939	9.04205	8.38573	8.28172	8.80771	10.1551	9.14674	8.51645	8.58056	8.09384	9.27227	9.77174	8.68421	9.70897	9.38025	8.60809	9.01635	9.67257	8.34083	8.49134	9.15788	9.31456	8.10694	9.50583	9.36386	8.6214	9.52263	8.28424	9.01678	8.44852	8.48441	8.72378	8.44451	8.79287	8.73371	8.82328	8.5531	9.10096
hsa-mir-191	10.3798	8.54106	8.51622	9.64879	8.47961	8.83341	9.55081	9.08522	9.18635	8.05798	8.53743	9.03695	8.32377	8.04123	8.52564	8.55329	9.32946	8.86447	10.1003	8.83256	8.49325	8.31309	8.90256	7.78789	7.7001	8.95345	9.71487	8.5154	7.76542	8.67434	9.2775	7.98119	9.62844	9.81718	8.73504	9.25322	9.22912	9.1277	8.00785	8.22395	9.78947	8.6707	8.3914	8.35903	9.10102	8.98694	9.31094	9.22264	8.69668	9.45771
hsa-mir-30c-2	8.42782	9.08533	8.92498	9.72747	8.22768	8.26858	9.27856	8.55291	8.32014	7.91947	8.07737	8.63011	7.97579	8.43935	8.60768	7.75843	8.62373	8.71796	8.60643	9.24527	9.45373	7.56165	9.57967	7.59398	10.6766	9.14086	8.23083	8.48219	7.74199	8.55555	9.27463	8.19689	10.099	9.51829	8.39609	9.22958	9.32953	8.16489	8.73999	9.81331	10.4206	6.46345	10.2359	7.89229	9.14615	9.97685	10.2588	9.34764	8.55876	9.39815
hsa-mir-30c-1	8.41171	9.05184	8.69971	10.6255	9.04488	9.04391	9.09732	8.23633	8.02061	6.82533	8.79256	8.54436	8.79906	8.29141	8.53154	7.57247	8.52941	8.6878	8.60552	8.13409	9.31093	8.50767	9.50342	7.11122	10.5838	9.07279	8.27068	8.34424	7.65796	8.55256	8.15912	9.10854	9.96563	9.44822	8.06168	9.18701	9.26362	8.23716	8.4813	9.63067	10.4564	7.33329	10.1445	7.63226	9.03282	9.74623	10.1526	9.31849	8.59432	9.16932
hsa-let-7d	8.13861	6.69243	8.6701	8.87907	8.10857	9.10496	8.54783	8.97191	7.11545	8.84954	8.24373	8.83591	8.2553	9.07375	9.00325	8.3757	7.60822	8.52296	10.5939	8.25131	7.82542	8.53699	8.84562	8.44114	8.19065	9.15921	7.34067	8.20264	8.23864	6.83563	8.45054	8.69455	8.44993	9.78293	9.74828	9.28522	10.0301	7.72741	8.5764	9.68567	10.1933	7.77345	9.47568	7.94951	8.89452	9.18262	8.6762	10.8973	8.89538	7.65066
hsa-mir-338	9.86242	7.77382	7.70532	9.68285	6.99378	8.86391	7.45345	7.28328	7.22903	7.23894	7.41108	7.9199	7.83936	12.5218	7.79343	8.59972	7.89011	8.5493	13.7044	8.16455	10.5906	8.11367	7.8684	7.47072	9.35732	9.21378	9.41204	7.5741	7.93567	8.16177	8.72899	7.11892	8.01583	9.57626	11.0483	7.10711	10.0049	8.29768	7.69731	7.33519	7.14102	8.17005	7.99498	7.69923	8.13957	6.60459	9.03812	8.51095	8.33135	8.30392
hsa-mir-29b-1	9.10632	6.71493	9.39126	9.2471	7.30012	8.12376	10.0731	8.11386	8.09378	7.39701	7.67173	9.46559	8.46208	5.74104	9.49678	8.13747	9.75289	9.16008	7.42187	8.96515	8.72379	8.14796	8.82239	7.95631	10.4281	10.1013	5.95701	8.89787	8.06665	8.82055	8.39739	7.21189	6.24537	8.21489	6.106	10.0478	8.01637	7.54672	7.45973	8.89581	8.56073	6.76543	8.35321	8.27888	7.31921	10.2216	8.56755	6.63971	7.74242	8.445
hsa-mir-29b-2	9.10989	7.04599	9.43872	9.36152	7.20148	9.19349	9.12848	8.14687	8.28525	6.84741	7.76933	9.48493	7.56699	6.03627	9.58791	8.23232	8.76511	9.21516	8.13933	10.018	8.7612	7.17523	8.88518	8.05239	10.4476	11.1049	6.11987	8.8904	8.11472	8.89377	8.39033	7.26548	6.4283	8.25193	5.1999	9.12995	8.08143	8.46998	7.55292	8.9758	7.69097	6.86268	8.43882	8.32368	7.45295	10.2401	8.66892	6.89966	7.78408	7.57305
hsa-mir-217	8.90071	13.4388	10.1833	7.4548	13.2263	9.33735	12.1455	2.52661	14.0597	5.95287	9.50542	9.6864	13.4129	8.49592	13.5027	8.13334	11.0614	4.86147	6.19358	12.565	6.88994	6.32947	9.21276	3.04773	3.7132	8.13385	6.08348	3.8334	11.0677	5.83352	7.30173	6.62413	11.1091	12.0197	5.24378	4.44914	12.4991	7.58472	3.99066	4.74849	8.18447	7.16555	5.13156	6.55129	6.75213	5.07311	12.2905	7.00619	6.18191	13.22
hsa-mir-451a	9.97986	4.69647	7.14497	10.7127	7.38143	7.70185	6.16919	7.32178	7.22714	6.06424	7.0615	7.40321	8.51438	6.1286	7.97292	7.36249	7.88101	7.8297	6.84111	7.3194	8.45372	7.62027	8.46246	8.12656	8.1407	7.23091	6.21905	7.95509	11.1722	8.35501	9.87052	9.84075	7.84874	11.0643	6.29722	14.0409	8.11541	8.23499	9.57667	7.30889	10.3609	9.99944	4.8447	8.40538	6.73607	7.60494	12.8773	5.84714	7.50512	12.3805
hsa-mir-125a	8.31973	6.45464	8.11219	9.75728	7.20506	9.7778	8.70111	5.95828	6.55484	7.72478	8.25271	8.2139	7.70144	7.80982	7.94263	8.98525	8.41122	7.97831	8.97628	8.75721	9.23908	7.25564	8.48927	6.72612	9.54106	9.1698	8.54369	5.1915	7.00558	5.97854	8.98679	9.56046	8.94562	6.54503	7.6081	9.92925	8.22063	7.93687	7.44083	9.4061	7.50651	9.15319	10.1515	7.23743	8.00197	10.5834	8.98147	8.63285	8.74464	6.25654
hsa-mir-34a	7.80145	7.7043	9.3135	8.91037	8.57118	7.82902	8.28768	8.62697	5.96099	7.4519	8.46977	8.19344	7.34929	7.77596	7.81647	8.12191	8.6059	9.11168	8.62526	8.47473	8.06246	6.87341	9.00393	9.21476	7.46118	7.78182	5.82469	9.67493	8.9449	9.1164	8.15912	7.52031	8.08285	7.96823	6.52768	9.16193	7.44581	7.99446	8.95011	6.75468	7.26364	7.07712	8.92103	8.6293	8.58953	8.86202	7.62373	7.67026	7.91007	8.71167
hsa-mir-150	9.46417	6.3483	7.99939	9.79849	9.15395	10.7397	11.2071	4.40243	8.25135	8.31019	10.7964	9.86113	7.72427	7.29202	6.83158	9.36694	9.90977	8.4329	6.22214	9.16398	8.18348	6.43983	9.13305	6.5147	5.64543	13.4539	8.25791	4.2792	7.67719	9.5974	8.44032	8.35053	8.00205	6.98454	7.13331	8.5359	9.58977	9.3862	6.39366	7.60877	7.54794	6.14044	6.21885	9.12529	5.38262	7.22252	9.90821	5.53837	7.90564	7.07328
hsa-mir-197	9.71968	8.73335	7.81499	8.29338	7.27821	7.11604	8.85867	8.47337	7.12357	6.94226	7.83273	8.34199	8.50122	6.66102	8.55069	7.54005	8.42223	7.52688	8.15916	6.99143	7.50594	7.94837	7.70828	7.72148	7.94296	7.81768	8.07936	7.54449	7.81221	8.349	7.67943	6.59944	7.67285	8.59799	6.52056	8.18326	9.22212	7.45459	7.93203	8.24447	9.71702	9.00485	8.35947	7.45517	7.61758	8.5606	9.57606	8.03758	7.33252	9.15068
hsa-mir-107	8.72931	8.47228	8.07078	7.23932	8.6402	7.87308	8.15407	7.9191	9.03085	9.14855	7.36518	8.40173	8.29958	9.2036	8.02861	7.42808	8.41595	8.29298	9.54929	7.94784	6.89216	7.15532	7.96152	7.18302	6.6901	7.54837	8.49505	8.45929	8.50417	8.69277	7.02351	7.99906	6.60892	9.03121	7.3334	8.27208	7.99279	7.99702	9.09092	7.28886	7.39121	6.83099	6.67104	7.62823	6.68888	7.39305	7.49109	9.16736	8.14076	8.68287
hsa-mir-134	12.3917	5.23189	6.68358	7.95684	6.99997	8.42955	7.99799	13.6662	4.34954	8.14078	8.78583	7.12532	5.52883	11.3556	6.70245	8.83554	7.16695	6.94771	7.57549	6.23707	8.11692	5.19604	6.82023	3.95775	8.60908	4.03699	11.952	5.95685	6.0759	11.887	10.1279	7.53647	7.08053	6.18428	9.48611	9.69844	8.92629	7.84877	6.84211	7.44489	6.935	14.0234	6.74304	7.33479	6.86534	8.44401	8.80682	10.2421	7.49924	8.51113
hsa-mir-152	8.01608	9.07086	8.27075	7.14097	8.41775	7.94891	9.1708	6.07655	9.2633	8.49087	8.36306	8.50339	8.55884	6.61708	9.13983	7.95627	9.11452	7.76377	7.23831	7.40088	8.12212	8.45089	8.35776	8.74563	7.24714	6.84613	8.3614	7.64598	7.18377	7.48221	7.02465	8.13256	7.38314	8.76381	9.07577	8.88414	7.47228	7.66752	9.03844	6.55244	8.82788	6.83099	7.56447	7.80556	6.2313	7.20624	8.14812	6.84155	8.22147	8.64222
hsa-mir-186	9.14024	8.62266	7.50059	8.58698	7.85097	7.99127	8.23796	8.17822	7.17726	6.94334	7.63601	8.17204	8.57777	6.81346	8.07123	7.56942	7.87873	8.33467	7.58102	8.25406	7.11692	8.22813	8.15917	7.54857	6.83609	8.36169	8.5312	8.19746	7.94129	8.023	7.34162	7.75797	7.20006	8.52092	6.82641	8.59144	9.17213	7.85161	8.17304	7.62418	9.0394	8.6707	7.0358	7.55355	8.41958	7.84457	8.19109	7.66238	7.59185	8.02267
hsa-mir-210	10.8655	11.4129	7.3683	8.68331	8.26244	6.37738	6.72357	7.6366	7.28263	3.45185	6.48746	6.86246	9.13414	3.39816	8.59748	7.45979	7.69898	6.58282	9.25321	8.22732	8.72968	10.09	6.45488	5.07515	9.77514	8.62637	7.96543	6.0208	8.74238	6.19703	9.4599	5.28152	7.4808	6.25896	7.2444	6.07248	10.1039	11.437	5.35121	6.67072	10.2013	9.80922	9.33627	7.36584	9.6393	9.43454	8.04133	9.42591	6.25345	11.4174
hsa-let-7i	8.20154	6.21783	7.47073	8.43386	7.20506	8.51219	8.48449	6.75932	6.02747	7.81542	8.31635	8.35644	7.93362	7.57074	8.3467	8.17214	7.72969	7.80181	8.96012	8.00433	8.12917	7.34305	7.95213	6.6636	8.88342	9.63572	7.56085	6.72612	8.07264	6.86	8.05191	8.11833	8.31055	7.64774	8.1861	8.33627	8.52367	8.37364	6.61219	7.62684	8.77414	7.48355	7.8758	7.52921	8.40252	9.14816	8.22126	8.404	8.03206	7.64098
hsa-mir-15b	9.70465	8.18855	7.26772	6.4356	8.21886	6.98989	8.42238	9.23306	6.92167	6.51124	7.52591	8.07403	7.38517	8.72614	7.69646	7.2448	7.30931	6.94771	8.42893	7.03248	8.9325	8.1085	7.3063	7.42299	6.51836	7.60122	8.41677	7.9781	7.22739	8.00017	8.49193	6.84772	8.81111	8.24795	7.45785	8.10976	8.41189	7.20249	7.85021	8.55666	10.3425	7.44482	7.65492	7.28779	7.88213	8.81283	8.67317	7.79077	6.95949	8.22083
hsa-mir-365a	7.59477	8.31054	7.71242	8.50148	8.13695	7.17314	7.90902	7.56724	7.87296	7.17052	6.65191	8.05005	7.73733	7.36975	7.98235	7.05022	8.10644	8.03264	8.08076	7.60663	8.43715	7.21862	8.24555	7.64419	7.27684	6.99385	7.62916	7.40966	8.01514	7.76624	6.73254	7.25157	7.40949	8.71274	7.97907	8.07524	8.49556	7.64153	8.53354	6.34004	8.67818	7.22162	7.2449	6.9935	8.19789	6.23916	8.03851	9.44842	8.58256	8.26139
hsa-mir-365b	7.59068	8.31423	7.71384	8.49117	8.13226	7.17521	7.90902	7.56026	7.87296	7.1742	6.642	8.04363	7.73081	7.35836	7.97922	7.03701	8.09272	8.02462	8.08853	7.60376	8.43449	7.21337	8.24415	7.62712	7.27868	6.99658	7.63276	7.40866	8.00801	7.77268	6.73115	7.22903	7.40775	8.71043	7.97712	8.07793	8.50328	7.62837	8.53019	6.35136	8.67478	7.22772	7.24038	6.9851	8.19716	6.22105	8.03568	9.44842	8.57978	8.25612
hsa-mir-125b-2	6.86818	9.26572	8.56256	9.39747	8.34015	8.50726	8.05334	6.89206	8.19655	8.17519	8.425	8.06631	8.28308	7.53744	8.02329	7.86324	8.05279	7.73128	6.7328	8.07223	7.63706	8.13323	8.35323	8.49471	7.66589	8.0918	7.01048	7.7921	8.01247	4.67304	7.74039	8.47108	6.99959	8.11004	6.89681	7.49329	5.85334	6.43848	8.88079	6.9776	7.26138	7.74184	7.87045	7.55638	6.70958	6.34885	9.10211	7.45232	7.68794	8.44036
hsa-mir-16-2	8.67346	7.55847	7.29826	7.07936	7.15599	6.84774	7.86965	8.67947	6.50594	6.49808	7.58395	7.9583	6.96345	7.79017	7.60375	7.03922	7.49955	7.27521	8.01563	7.98464	8.07176	7.55407	7.49798	7.45323	6.34807	8.36116	7.68227	7.35798	7.47751	7.78291	8.24429	7.06373	8.44314	7.55801	6.72479	8.84647	8.39123	8.03743	7.43367	7.85635	10.4176	6.85088	7.23585	7.04892	7.78401	8.44704	9.10436	8.05724	7.3892	8.04119
hsa-mir-542	9.14512	6.66187	7.58507	7.84328	8.14442	8.85457	8.06711	7.19587	6.27372	7.85382	8.7948	7.88444	7.7117	7.68462	6.69482	8.68974	7.38523	7.51166	7.8818	7.60806	7.68826	6.84318	7.39086	7.07279	7.13604	6.488	7.91159	6.85158	7.57599	7.11409	7.75421	8.99067	8.71369	7.94482	7.56982	6.43896	8.07626	7.67714	8.0254	7.61348	7.67576	9.21051	7.3687	7.54358	7.80629	7.87062	8.79517	6.40496	8.34205	6.8023
hsa-mir-16-1	8.60426	7.52065	7.35565	7.23932	6.95606	6.77173	7.91372	8.71701	6.50283	6.65128	7.57877	7.97412	6.89202	7.74421	7.60782	7.08916	7.40756	7.29313	7.89517	8.01946	8.0135	7.48975	7.47193	7.57065	6.29824	8.26841	7.67355	7.30867	7.4196	7.83669	8.14188	7.03586	8.59626	7.53989	6.68874	8.77549	8.40091	8.05845	7.50594	7.86144	10.3751	6.83499	7.26208	7.09841	7.67029	8.41466	9.11108	8.03758	7.36357	8.05096
